,Column Labels,,,
Sum of newDeaths28DaysByPublishDate.x,6,31,28,65
Sum of newDeaths28DaysByDeathDate.y,7,32,38,77
Sum of newDeaths28DaysByPublishDate.y,6,31,32,69
E08000022,,,,
North Tyneside,,,,
Sum of newDeaths28DaysByDeathDate.x,1,17,13,31
Sum of newDeaths28DaysByPublishDate.x,1,17,14,32
Sum of newDeaths28DaysByDeathDate.y,1,17,22,40
Sum of newDeaths28DaysByPublishDate.y,1,17,20,38
E08000023,,,,
South Tyneside,,,,
Sum of newDeaths28DaysByDeathDate.x,21,21,4,46
Sum of newDeaths28DaysByPublishDate.x,19,22,5,46
Sum of newDeaths28DaysByDeathDate.y,21,21,9,51
Sum of newDeaths28DaysByPublishDate.y,19,22,9,50
E08000024,,,,
Sunderland,,,,
Sum of newDeaths28DaysByDeathDate.x,9,89,39,137
Sum of newDeaths28DaysByPublishDate.x,8,81,48,137
Sum of newDeaths28DaysByDeathDate.y,9,91,65,165
Sum of newDeaths28DaysByPublishDate.y,8,81,71,160
E08000025,,,,
Birmingham,,,,
Sum of newDeaths28DaysByDeathDate.x,36,94,104,234
Sum of newDeaths28DaysByPublishDate.x,36,79,119,234
Sum of newDeaths28DaysByDeathDate.y,36,94,139,269
Sum of newDeaths28DaysByPublishDate.y,36,79,144,259
E08000026,,,,
Coventry,,,,
Sum of newDeaths28DaysByDeathDate.x,3,16,9,28
Sum of newDeaths28DaysByPublishDate.x,4,15,11,30
Sum of newDeaths28DaysByDeathDate.y,3,16,14,33
Sum of newDeaths28DaysByPublishDate.y,4,15,23,42
E08000027,,,,
Dudley,,,,
Sum of newDeaths28DaysByDeathDate.x,2,26,27,55
Sum of newDeaths28DaysByPublishDate.x,2,20,34,56
Sum of newDeaths28DaysByDeathDate.y,2,26,41,69
Sum of newDeaths28DaysByPublishDate.y,2,20,46,68
E08000028,,,,
Sandwell,,,,
Sum of newDeaths28DaysByDeathDate.x,8,37,50,95
Sum of newDeaths28DaysByPublishDate.x,8,33,54,95
Sum of newDeaths28DaysByDeathDate.y,8,37,72,117
Sum of newDeaths28DaysByPublishDate.y,8,33,67,108
E08000029,,,,
Solihull,,,,
Sum of newDeaths28DaysByDeathDate.x,6,18,20,44
Sum of newDeaths28DaysByPublishDate.x,6,22,23,51
Sum of newDeaths28DaysByDeathDate.y,6,18,32,56
Sum of newDeaths28DaysByPublishDate.y,6,22,32,60
E08000030,,,,
Walsall,,,,
Sum of newDeaths28DaysByDeathDate.x,1,27,36,64
Sum of newDeaths28DaysByPublishDate.x,1,22,41,64
Sum of newDeaths28DaysByDeathDate.y,1,28,55,84
Sum of newDeaths28DaysByPublishDate.y,1,22,53,76
E08000031,,,,
Wolverhampton,,,,
Sum of newDeaths28DaysByDeathDate.x,3,25,18,46
Sum of newDeaths28DaysByPublishDate.x,5,23,21,49
Sum of newDeaths28DaysByDeathDate.y,3,24,23,50
Sum of newDeaths28DaysByPublishDate.y,5,23,30,58
E08000032,,,,
Bradford,,,,
Sum of newDeaths28DaysByDeathDate.x,19,74,71,164
Sum of newDeaths28DaysByPublishDate.x,22,62,85,169
Sum of newDeaths28DaysByDeathDate.y,19,73,95,187
Sum of newDeaths28DaysByPublishDate.y,22,62,100,184
E08000033,,,,
Calderdale,,,,
Sum of newDeaths28DaysByDeathDate.x,4,23,22,49
Sum of newDeaths28DaysByPublishDate.x,3,21,26,50
Sum of newDeaths28DaysByDeathDate.y,4,23,31,58
Sum of newDeaths28DaysByPublishDate.y,3,21,30,54
E08000034,,,,
Kirklees,,,,
Sum of newDeaths28DaysByDeathDate.x,10,73,52,135
Sum of newDeaths28DaysByPublishDate.x,11,64,69,144
Sum of newDeaths28DaysByDeathDate.y,10,70,80,160
Sum of newDeaths28DaysByPublishDate.y,11,64,100,175
E08000035,,,,
Leeds,,,,
Sum of newDeaths28DaysByDeathDate.x,9,120,56,185
Sum of newDeaths28DaysByPublishDate.x,6,78,102,186
Sum of newDeaths28DaysByDeathDate.y,9,123,94,226
Sum of newDeaths28DaysByPublishDate.y,6,78,131,215
E08000036,,,,
Wakefield,,,,
Sum of newDeaths28DaysByDeathDate.x,2,30,26,58
Sum of newDeaths28DaysByPublishDate.x,5,24,31,60
Sum of newDeaths28DaysByDeathDate.y,2,30,57,89
Sum of newDeaths28DaysByPublishDate.y,5,24,54,83
E08000037,,,,
Gateshead,,,,
Sum of newDeaths28DaysByDeathDate.x,7,44,29,80
Sum of newDeaths28DaysByPublishDate.x,8,45,29,82
Sum of newDeaths28DaysByDeathDate.y,7,45,46,98
Sum of newDeaths28DaysByPublishDate.y,8,45,45,98
E09000002,,,,
Barking and Dagenham,,,,
Sum of newDeaths28DaysByDeathDate.x,6,14,18,38
Sum of newDeaths28DaysByPublishDate.x,6,13,20,39
Sum of newDeaths28DaysByDeathDate.y,6,14,27,47
Sum of newDeaths28DaysByPublishDate.y,6,13,26,45
E09000003,,,,
Barnet,,,,
Sum of newDeaths28DaysByDeathDate.x,2,8,6,16
Sum of newDeaths28DaysByPublishDate.x,2,10,9,21
Sum of newDeaths28DaysByDeathDate.y,2,8,13,23
Sum of newDeaths28DaysByPublishDate.y,2,10,22,34
E09000004,,,,
Bexley,,,,
Sum of newDeaths28DaysByDeathDate.x,2,9,15,26
Sum of newDeaths28DaysByPublishDate.x,1,8,17,26
Sum of newDeaths28DaysByDeathDate.y,2,9,19,30
Sum of newDeaths28DaysByPublishDate.y,1,8,19,28
E09000005,,,,
Brent,,,,
Sum of newDeaths28DaysByDeathDate.x,3,9,0,12
Sum of newDeaths28DaysByPublishDate.x,4,12,3,19
Sum of newDeaths28DaysByDeathDate.y,3,9,2,14
Sum of newDeaths28DaysByPublishDate.y,4,12,12,28
E09000006,,,,
Bromley,,,,
Sum of newDeaths28DaysByDeathDate.x,2,5,7,14
Sum of newDeaths28DaysByPublishDate.x,2,4,9,15
Sum of newDeaths28DaysByDeathDate.y,2,5,9,16
Sum of newDeaths28DaysByPublishDate.y,2,4,16,22
E09000007,,,,
Camden,,,,
Sum of newDeaths28DaysByDeathDate.x,0,1,0,1
Sum of newDeaths28DaysByPublishDate.x,0,3,3,6
Sum of newDeaths28DaysByDeathDate.y,0,1,2,3
Sum of newDeaths28DaysByPublishDate.y,0,3,8,11
E09000008,,,,
Croydon,,,,
Sum of newDeaths28DaysByDeathDate.x,1,6,7,14
Sum of newDeaths28DaysByPublishDate.x,1,5,8,14
Sum of newDeaths28DaysByDeathDate.y,1,6,12,19
Sum of newDeaths28DaysByPublishDate.y,1,5,14,20
E09000009,,,,
Ealing,,,,
Sum of newDeaths28DaysByDeathDate.x,3,13,12,28
Sum of newDeaths28DaysByPublishDate.x,3,11,14,28
Sum of newDeaths28DaysByDeathDate.y,3,13,18,34
Sum of newDeaths28DaysByPublishDate.y,3,11,19,33
E09000010,,,,
Enfield,,,,
Sum of newDeaths28DaysByDeathDate.x,0,5,4,9
Sum of newDeaths28DaysByPublishDate.x,0,6,4,10
Sum of newDeaths28DaysByDeathDate.y,0,5,9,14
Sum of newDeaths28DaysByPublishDate.y,0,6,12,18
E09000011,,,,
Greenwich,,,,
Sum of newDeaths28DaysByDeathDate.x,1,6,1,8
Sum of newDeaths28DaysByPublishDate.x,0,6,2,8
Sum of newDeaths28DaysByDeathDate.y,1,5,3,9
Sum of newDeaths28DaysByPublishDate.y,0,6,4,10
E09000012,,,,
Hackney and City of London,,,,
Sum of newDeaths28DaysByDeathDate.x,1,8,4,13
Sum of newDeaths28DaysByPublishDate.x,1,8,5,14
Sum of newDeaths28DaysByDeathDate.y,1,8,5,14
Sum of newDeaths28DaysByPublishDate.y,1,8,9,18
E09000013,,,,
Hammersmith and Fulham,,,,
Sum of newDeaths28DaysByDeathDate.x,0,3,3,6
Sum of newDeaths28DaysByPublishDate.x,0,3,3,6
Sum of newDeaths28DaysByDeathDate.y,0,4,3,7
Sum of newDeaths28DaysByPublishDate.y,0,3,7,10
E09000014,,,,
Haringey,,,,
Sum of newDeaths28DaysByDeathDate.x,3,8,1,12
Sum of newDeaths28DaysByPublishDate.x,3,6,4,13
Sum of newDeaths28DaysByDeathDate.y,3,7,3,13
Sum of newDeaths28DaysByPublishDate.y,3,6,14,23
E09000015,,,,
Harrow,,,,
Sum of newDeaths28DaysByDeathDate.x,1,6,1,8
Sum of newDeaths28DaysByPublishDate.x,1,8,3,12
Sum of newDeaths28DaysByDeathDate.y,1,6,1,8
Sum of newDeaths28DaysByPublishDate.y,1,8,8,17
E09000016,,,,
Havering,,,,
Sum of newDeaths28DaysByDeathDate.x,8,32,36,76
Sum of newDeaths28DaysByPublishDate.x,7,30,41,78
Sum of newDeaths28DaysByDeathDate.y,8,31,52,91
Sum of newDeaths28DaysByPublishDate.y,7,30,49,86
E09000017,,,,
Hillingdon,,,,
Sum of newDeaths28DaysByDeathDate.x,0,5,9,14
Sum of newDeaths28DaysByPublishDate.x,0,3,11,14
Sum of newDeaths28DaysByDeathDate.y,0,5,13,18
Sum of newDeaths28DaysByPublishDate.y,0,3,16,19
E09000018,,,,
Hounslow,,,,
Sum of newDeaths28DaysByDeathDate.x,2,11,12,25
Sum of newDeaths28DaysByPublishDate.x,2,12,11,25
Sum of newDeaths28DaysByDeathDate.y,1,10,15,26
Sum of newDeaths28DaysByPublishDate.y,2,12,17,31
E09000019,,,,
Islington,,,,
Sum of newDeaths28DaysByDeathDate.x,0,0,2,2
Sum of newDeaths28DaysByPublishDate.x,4,7,3,14
Sum of newDeaths28DaysByDeathDate.y,0,0,3,3
Sum of newDeaths28DaysByPublishDate.y,4,7,10,21
E09000020,,,,
Kensington and Chelsea,,,,
Sum of newDeaths28DaysByDeathDate.x,0,2,2,4
Sum of newDeaths28DaysByPublishDate.x,0,2,2,4
Sum of newDeaths28DaysByDeathDate.y,0,2,5,7
Sum of newDeaths28DaysByPublishDate.y,0,2,3,5
E09000021,,,,
Kingston upon Thames,,,,
Sum of newDeaths28DaysByDeathDate.x,1,2,5,8
Sum of newDeaths28DaysByPublishDate.x,1,3,5,9
Sum of newDeaths28DaysByDeathDate.y,1,2,8,11
Sum of newDeaths28DaysByPublishDate.y,1,3,11,15
E09000022,,,,
Lambeth,,,,
Sum of newDeaths28DaysByDeathDate.x,0,6,1,7
Sum of newDeaths28DaysByPublishDate.x,0,7,1,8
Sum of newDeaths28DaysByDeathDate.y,0,6,2,8
Sum of newDeaths28DaysByPublishDate.y,0,7,4,11
E09000023,,,,
Lewisham,,,,
Sum of newDeaths28DaysByDeathDate.x,3,3,3,9
Sum of newDeaths28DaysByPublishDate.x,1,5,3,9
Sum of newDeaths28DaysByDeathDate.y,3,3,4,10
Sum of newDeaths28DaysByPublishDate.y,1,5,7,13
E09000024,,,,
Merton,,,,
Sum of newDeaths28DaysByDeathDate.x,0,3,5,8
Sum of newDeaths28DaysByPublishDate.x,0,4,5,9
Sum of newDeaths28DaysByDeathDate.y,0,3,6,9
Sum of newDeaths28DaysByPublishDate.y,0,4,10,14
E09000025,,,,
Newham,,,,
Sum of newDeaths28DaysByDeathDate.x,4,17,8,29
Sum of newDeaths28DaysByPublishDate.x,4,14,13,31
Sum of newDeaths28DaysByDeathDate.y,4,17,13,34
Sum of newDeaths28DaysByPublishDate.y,4,14,16,34
E09000026,,,,
Redbridge,,,,
Sum of newDeaths28DaysByDeathDate.x,14,39,17,70
Sum of newDeaths28DaysByPublishDate.x,11,36,25,72
Sum of newDeaths28DaysByDeathDate.y,14,39,27,80
Sum of newDeaths28DaysByPublishDate.y,11,36,40,87
E09000027,,,,
Richmond upon Thames,,,,
Sum of newDeaths28DaysByDeathDate.x,0,2,2,4
Sum of newDeaths28DaysByPublishDate.x,0,2,2,4
Sum of newDeaths28DaysByDeathDate.y,0,2,8,10
Sum of newDeaths28DaysByPublishDate.y,0,2,8,10
E09000028,,,,
Southwark,,,,
Sum of newDeaths28DaysByDeathDate.x,0,0,1,1
Sum of newDeaths28DaysByPublishDate.x,0,0,1,1
Sum of newDeaths28DaysByDeathDate.y,0,0,2,2
Sum of newDeaths28DaysByPublishDate.y,0,0,2,2
E09000029,,,,
Sutton,,,,
Sum of newDeaths28DaysByDeathDate.x,1,2,7,10
Sum of newDeaths28DaysByPublishDate.x,1,2,8,11
Sum of newDeaths28DaysByDeathDate.y,1,2,11,14
Sum of newDeaths28DaysByPublishDate.y,1,2,9,12
E09000030,,,,
Tower Hamlets,,,,
Sum of newDeaths28DaysByDeathDate.x,3,8,3,14
Sum of newDeaths28DaysByPublishDate.x,2,8,4,14
Sum of newDeaths28DaysByDeathDate.y,3,8,9,20
Sum of newDeaths28DaysByPublishDate.y,2,8,10,20
E09000031,,,,
Waltham Forest,,,,
Sum of newDeaths28DaysByDeathDate.x,4,6,3,13
Sum of newDeaths28DaysByPublishDate.x,5,8,3,16
Sum of newDeaths28DaysByDeathDate.y,4,6,8,18
Sum of newDeaths28DaysByPublishDate.y,5,8,6,19
E09000032,,,,
Wandsworth,,,,
Sum of newDeaths28DaysByDeathDate.x,0,6,2,8
Sum of newDeaths28DaysByPublishDate.x,0,6,4,10
Sum of newDeaths28DaysByDeathDate.y,0,6,4,10
Sum of newDeaths28DaysByPublishDate.y,0,6,6,12
E09000033,,,,
Westminster,,,,
Sum of newDeaths28DaysByDeathDate.x,0,8,2,10
Sum of newDeaths28DaysByPublishDate.x,0,8,2,10
Sum of newDeaths28DaysByDeathDate.y,0,8,5,13
Sum of newDeaths28DaysByPublishDate.y,0,8,5,13
E10000002,,,,
Buckinghamshire,,,,
Sum of newDeaths28DaysByDeathDate.x,2,13,10,25
Sum of newDeaths28DaysByPublishDate.x,1,14,12,27
Sum of newDeaths28DaysByDeathDate.y,2,14,22,38
Sum of newDeaths28DaysByPublishDate.y,1,14,21,36
E10000003,,,,
Cambridgeshire,,,,
Sum of newDeaths28DaysByDeathDate.x,1,4,8,13
Sum of newDeaths28DaysByPublishDate.x,2,3,9,14
Sum of newDeaths28DaysByDeathDate.y,1,5,10,16
Sum of newDeaths28DaysByPublishDate.y,2,3,13,18
E10000006,,,,
Cumbria,,,,
Sum of newDeaths28DaysByDeathDate.x,5,52,38,95
Sum of newDeaths28DaysByPublishDate.x,7,39,51,97
Sum of newDeaths28DaysByDeathDate.y,5,52,59,116
Sum of newDeaths28DaysByPublishDate.y,7,39,64,110
E10000007,,,,
Derbyshire,,,,
Sum of newDeaths28DaysByDeathDate.x,8,84,88,180
Sum of newDeaths28DaysByPublishDate.x,7,71,103,181
Sum of newDeaths28DaysByDeathDate.y,7,85,134,226
Sum of newDeaths28DaysByPublishDate.y,7,71,131,209
E10000008,,,,
Devon,,,,
Sum of newDeaths28DaysByDeathDate.x,0,13,15,28
Sum of newDeaths28DaysByPublishDate.x,3,15,17,35
Sum of newDeaths28DaysByDeathDate.y,0,13,28,41
Sum of newDeaths28DaysByPublishDate.y,3,15,29,47
E10000011,,,,
East Sussex,,,,
Sum of newDeaths28DaysByDeathDate.x,1,8,13,22
Sum of newDeaths28DaysByPublishDate.x,2,6,16,24
Sum of newDeaths28DaysByDeathDate.y,1,9,19,29
Sum of newDeaths28DaysByPublishDate.y,2,6,26,34
E10000012,,,,
Essex,,,,
Sum of newDeaths28DaysByDeathDate.x,8,93,82,183
Sum of newDeaths28DaysByPublishDate.x,9,73,102,184
Sum of newDeaths28DaysByDeathDate.y,8,93,99,200
Sum of newDeaths28DaysByPublishDate.y,9,73,111,193
E10000013,,,,
Gloucestershire,,,,
Sum of newDeaths28DaysByDeathDate.x,1,13,24,38
Sum of newDeaths28DaysByPublishDate.x,2,10,28,40
Sum of newDeaths28DaysByDeathDate.y,1,10,44,55
Sum of newDeaths28DaysByPublishDate.y,2,10,63,75
E10000014,,,,
Hampshire,,,,
Sum of newDeaths28DaysByDeathDate.x,5,32,38,75
Sum of newDeaths28DaysByPublishDate.x,7,23,47,77
Sum of newDeaths28DaysByDeathDate.y,5,32,65,102
Sum of newDeaths28DaysByPublishDate.y,7,23,69,99
E10000015,,,,
Hertfordshire,,,,
Sum of newDeaths28DaysByDeathDate.x,10,40,23,73
Sum of newDeaths28DaysByPublishDate.x,9,39,26,74
Sum of newDeaths28DaysByDeathDate.y,10,41,47,98
Sum of newDeaths28DaysByPublishDate.y,9,39,41,89
E10000016,,,,
Kent,,,,
Sum of newDeaths28DaysByDeathDate.x,2,32,45,79
Sum of newDeaths28DaysByPublishDate.x,8,29,54,91
Sum of newDeaths28DaysByDeathDate.y,2,31,100,133
Sum of newDeaths28DaysByPublishDate.y,8,29,78,115
E10000017,,,,
Lancashire,,,,
Sum of newDeaths28DaysByDeathDate.x,34,245,170,449
Sum of newDeaths28DaysByPublishDate.x,27,209,213,449
Sum of newDeaths28DaysByDeathDate.y,34,246,261,541
Sum of newDeaths28DaysByPublishDate.y,27,209,269,505
E10000018,,,,
Leicestershire,,,,
Sum of newDeaths28DaysByDeathDate.x,9,40,36,85
Sum of newDeaths28DaysByPublishDate.x,9,34,44,87
Sum of newDeaths28DaysByDeathDate.y,9,38,67,114
Sum of newDeaths28DaysByPublishDate.y,9,34,64,107
E10000019,,,,
Lincolnshire,,,,
Sum of newDeaths28DaysByDeathDate.x,5,61,59,125
Sum of newDeaths28DaysByPublishDate.x,5,56,69,130
Sum of newDeaths28DaysByDeathDate.y,5,62,104,171
Sum of newDeaths28DaysByPublishDate.y,5,56,96,157
E10000020,,,,
Norfolk,,,,
Sum of newDeaths28DaysByDeathDate.x,2,20,15,37
Sum of newDeaths28DaysByPublishDate.x,0,23,15,38
Sum of newDeaths28DaysByDeathDate.y,2,20,32,54
Sum of newDeaths28DaysByPublishDate.y,0,23,33,56
E10000021,,,,
Northamptonshire,,,,
Sum of newDeaths28DaysByDeathDate.x,2,21,33,56
Sum of newDeaths28DaysByPublishDate.x,0,21,38,59
Sum of newDeaths28DaysByDeathDate.y,2,22,45,69
Sum of newDeaths28DaysByPublishDate.y,0,21,48,69
E10000023,,,,
North Yorkshire,,,,
Sum of newDeaths28DaysByDeathDate.x,3,22,32,57
Sum of newDeaths28DaysByPublishDate.x,6,18,37,61
Sum of newDeaths28DaysByDeathDate.y,3,23,58,84
Sum of newDeaths28DaysByPublishDate.y,6,18,54,78
E10000024,,,,
Nottinghamshire,,,,
Sum of newDeaths28DaysByDeathDate.x,7,90,106,203
Sum of newDeaths28DaysByPublishDate.x,8,73,127,208
Sum of newDeaths28DaysByDeathDate.y,7,92,145,244
Sum of newDeaths28DaysByPublishDate.y,8,73,155,236
E10000025,,,,
Oxfordshire,,,,
Sum of newDeaths28DaysByDeathDate.x,0,11,7,18
Sum of newDeaths28DaysByPublishDate.x,0,11,9,20
Sum of newDeaths28DaysByDeathDate.y,0,10,9,19
Sum of newDeaths28DaysByPublishDate.y,0,11,10,21
E10000027,,,,
Somerset,,,,
Sum of newDeaths28DaysByDeathDate.x,0,8,10,18
Sum of newDeaths28DaysByPublishDate.x,0,6,12,18
Sum of newDeaths28DaysByDeathDate.y,0,8,19,27
Sum of newDeaths28DaysByPublishDate.y,0,6,16,22
E10000028,,,,
Staffordshire,,,,
Sum of newDeaths28DaysByDeathDate.x,15,67,93,175
Sum of newDeaths28DaysByPublishDate.x,16,58,105,179
Sum of newDeaths28DaysByDeathDate.y,15,70,166,251
Sum of newDeaths28DaysByPublishDate.y,16,58,151,225
E10000029,,,,
Suffolk,,,,
Sum of newDeaths28DaysByDeathDate.x,1,9,21,31
Sum of newDeaths28DaysByPublishDate.x,1,9,21,31
Sum of newDeaths28DaysByDeathDate.y,1,9,38,48
Sum of newDeaths28DaysByPublishDate.y,1,9,33,43
E10000030,,,,
Surrey,,,,
Sum of newDeaths28DaysByDeathDate.x,6,30,35,71
Sum of newDeaths28DaysByPublishDate.x,8,28,41,77
Sum of newDeaths28DaysByDeathDate.y,6,30,48,84
Sum of newDeaths28DaysByPublishDate.y,8,28,49,85
E10000031,,,,
Warwickshire,,,,
Sum of newDeaths28DaysByDeathDate.x,1,22,20,43
Sum of newDeaths28DaysByPublishDate.x,3,19,23,45
Sum of newDeaths28DaysByDeathDate.y,1,20,34,55
Sum of newDeaths28DaysByPublishDate.y,3,19,42,64
E10000032,,,,
West Sussex,,,,
Sum of newDeaths28DaysByDeathDate.x,12,23,15,50
Sum of newDeaths28DaysByPublishDate.x,11,19,25,55
Sum of newDeaths28DaysByDeathDate.y,11,23,25,59
Sum of newDeaths28DaysByPublishDate.y,11,19,39,69
E10000034,,,,
Worcestershire,,,,
Sum of newDeaths28DaysByDeathDate.x,5,13,20,38
Sum of newDeaths28DaysByPublishDate.x,5,13,27,45
Sum of newDeaths28DaysByDeathDate.y,5,14,33,52
Sum of newDeaths28DaysByPublishDate.y,5,13,43,61
Total Sum of newDeaths28DaysByDeathDate.x,653,4281,3629,8563
Total Sum of newDeaths28DaysByPublishDate.x,642,3775,4440,8857
Total Sum of newDeaths28DaysByDeathDate.y,651,4297,5603,10551
Total Sum of newDeaths28DaysByPublishDate.y,642,3775,5936,10353